source,target,weight
spectrophotometric indices,"Spectroscopy, Fourier Transform Infrared",1
spectrophotometric indices,fatty acids,1
spectrophotometric indices,samples,1
spectrophotometric indices,Oils,1
spectrophotometric indices,Moroccan,1
spectrophotometric indices,peroxide value,1
spectrophotometric indices,sterols,1
spectrophotometric indices,tocopherol,1
spectrophotometric indices,PCA,1
spectrophotometric indices,chemical profiling,1
spectrophotometric indices,gamma-tocopherol,1
spectrophotometric indices,delta-tocopherol,1
spectrophotometric indices,22-dien-3 beta-ol,1
spectrophotometric indices,stearic acid,1
spectrophotometric indices,linoleic acid,1
sterols,"Spectroscopy, Fourier Transform Infrared",1
sterols,fatty acids,1
sterols,samples,1
sterols,Oils,1
sterols,Moroccan,1
sterols,peroxide value,1
sterols,spectrophotometric indices,1
sterols,tocopherol,1
sterols,PCA,1
sterols,chemical profiling,1
sterols,gamma-tocopherol,1
sterols,delta-tocopherol,1
sterols,22-dien-3 beta-ol,1
sterols,stearic acid,1
sterols,linoleic acid,1
tocopherol,"Spectroscopy, Fourier Transform Infrared",1
tocopherol,fatty acids,1
tocopherol,samples,1
tocopherol,Oils,1
tocopherol,Moroccan,1
tocopherol,peroxide value,1
tocopherol,spectrophotometric indices,1
tocopherol,sterols,1
tocopherol,PCA,1
tocopherol,chemical profiling,1
tocopherol,gamma-tocopherol,1
tocopherol,delta-tocopherol,1
tocopherol,22-dien-3 beta-ol,1
tocopherol,stearic acid,1
tocopherol,linoleic acid,1
PCA,"Spectroscopy, Fourier Transform Infrared",1
PCA,fatty acids,1
PCA,samples,1
PCA,Oils,1
PCA,Moroccan,1
PCA,peroxide value,1
PCA,spectrophotometric indices,1
PCA,sterols,1
PCA,tocopherol,1
PCA,chemical profiling,1
PCA,gamma-tocopherol,1
PCA,delta-tocopherol,1
PCA,22-dien-3 beta-ol,1
PCA,stearic acid,1
PCA,linoleic acid,1
chemical profiling,"Spectroscopy, Fourier Transform Infrared",1
chemical profiling,fatty acids,1
chemical profiling,samples,1
chemical profiling,Oils,1
chemical profiling,Moroccan,1
chemical profiling,peroxide value,1
chemical profiling,spectrophotometric indices,1
chemical profiling,sterols,1
chemical profiling,tocopherol,1
chemical profiling,PCA,1
chemical profiling,gamma-tocopherol,1
chemical profiling,delta-tocopherol,1
chemical profiling,22-dien-3 beta-ol,1
chemical profiling,stearic acid,1
chemical profiling,linoleic acid,1
gamma-tocopherol,"Spectroscopy, Fourier Transform Infrared",1
gamma-tocopherol,fatty acids,1
gamma-tocopherol,samples,1
gamma-tocopherol,Oils,1
gamma-tocopherol,Moroccan,1
gamma-tocopherol,peroxide value,1
gamma-tocopherol,spectrophotometric indices,1
gamma-tocopherol,sterols,1
gamma-tocopherol,tocopherol,1
gamma-tocopherol,PCA,1
gamma-tocopherol,chemical profiling,1
gamma-tocopherol,delta-tocopherol,1
gamma-tocopherol,22-dien-3 beta-ol,1
gamma-tocopherol,stearic acid,1
gamma-tocopherol,linoleic acid,1
delta-tocopherol,"Spectroscopy, Fourier Transform Infrared",1
delta-tocopherol,fatty acids,1
delta-tocopherol,samples,1
delta-tocopherol,Oils,1
delta-tocopherol,Moroccan,1
delta-tocopherol,peroxide value,1
delta-tocopherol,spectrophotometric indices,1
delta-tocopherol,sterols,1
delta-tocopherol,tocopherol,1
delta-tocopherol,PCA,1
delta-tocopherol,chemical profiling,1
delta-tocopherol,gamma-tocopherol,1
delta-tocopherol,22-dien-3 beta-ol,1
delta-tocopherol,stearic acid,1
delta-tocopherol,linoleic acid,1
22-dien-3 beta-ol,"Spectroscopy, Fourier Transform Infrared",1
22-dien-3 beta-ol,fatty acids,1
22-dien-3 beta-ol,samples,1
22-dien-3 beta-ol,Oils,1
22-dien-3 beta-ol,Moroccan,1
22-dien-3 beta-ol,peroxide value,1
22-dien-3 beta-ol,spectrophotometric indices,1
22-dien-3 beta-ol,sterols,1
22-dien-3 beta-ol,tocopherol,1
22-dien-3 beta-ol,PCA,1
22-dien-3 beta-ol,chemical profiling,1
22-dien-3 beta-ol,gamma-tocopherol,1
22-dien-3 beta-ol,delta-tocopherol,1
22-dien-3 beta-ol,stearic acid,1
22-dien-3 beta-ol,linoleic acid,1
stearic acid,"Spectroscopy, Fourier Transform Infrared",1
stearic acid,fatty acids,1
stearic acid,samples,1
stearic acid,Oils,1
stearic acid,Moroccan,1
stearic acid,peroxide value,1
stearic acid,spectrophotometric indices,1
stearic acid,sterols,1
stearic acid,tocopherol,1
stearic acid,PCA,1
stearic acid,chemical profiling,1
stearic acid,gamma-tocopherol,1
stearic acid,delta-tocopherol,1
stearic acid,22-dien-3 beta-ol,1
stearic acid,linoleic acid,1
linoleic acid,"Spectroscopy, Fourier Transform Infrared",1
linoleic acid,fatty acids,1
linoleic acid,samples,1
linoleic acid,Oils,1
linoleic acid,Moroccan,1
linoleic acid,peroxide value,1
linoleic acid,spectrophotometric indices,1
linoleic acid,sterols,1
linoleic acid,tocopherol,1
linoleic acid,PCA,1
linoleic acid,chemical profiling,1
linoleic acid,gamma-tocopherol,1
linoleic acid,delta-tocopherol,1
linoleic acid,22-dien-3 beta-ol,1
linoleic acid,stearic acid,1
titania,Materials,1
titania,polysaccharides,1
titania,alginate,1
titania,Freeze Drying,1
titania,"Spectroscopy, Fourier Transform Infrared",1
titania,X-Ray Diffraction,1
titania,scanning electron microscopy,1
titania,Biopolymers,1
titania,gelatin,1
titania,samples,1
titania,Crystallography,1
titania,TEM,1
titania,carboxymethylcellulose,1
titania,Thermogravimetry,1
titania,transmission electron microscopy,1
titania,anatase,1
titania,rutile,1
carboxymethylcellulose,Materials,1
carboxymethylcellulose,polysaccharides,1
carboxymethylcellulose,alginate,1
carboxymethylcellulose,Freeze Drying,1
carboxymethylcellulose,"Spectroscopy, Fourier Transform Infrared",1
carboxymethylcellulose,X-Ray Diffraction,1
carboxymethylcellulose,scanning electron microscopy,1
carboxymethylcellulose,Biopolymers,1
carboxymethylcellulose,gelatin,1
carboxymethylcellulose,samples,1
carboxymethylcellulose,Crystallography,1
carboxymethylcellulose,TEM,1
carboxymethylcellulose,titania,1
carboxymethylcellulose,Thermogravimetry,1
carboxymethylcellulose,transmission electron microscopy,1
carboxymethylcellulose,anatase,1
carboxymethylcellulose,rutile,1
Thermogravimetry,Materials,1
Thermogravimetry,polysaccharides,1
Thermogravimetry,alginate,1
Thermogravimetry,Freeze Drying,1
Thermogravimetry,"Spectroscopy, Fourier Transform Infrared",2
Thermogravimetry,X-Ray Diffraction,2
Thermogravimetry,scanning electron microscopy,2
Thermogravimetry,Biopolymers,1
Thermogravimetry,crystallinity,1
Thermogravimetry,gelatin,1
Thermogravimetry,X-Ray Photoelectron Spectroscopy,1
Thermogravimetry,samples,2
Thermogravimetry,Crystallography,1
Thermogravimetry,TEM,1
Thermogravimetry,titania,1
Thermogravimetry,carboxymethylcellulose,1
Thermogravimetry,transmission electron microscopy,1
Thermogravimetry,anatase,1
Thermogravimetry,rutile,1
Thermogravimetry,Fe3O4,1
Thermogravimetry,magnetite,1
Thermogravimetry,sonochemical procedure,1
Thermogravimetry,4-nitrophenol,1
transmission electron microscopy,Materials,1
transmission electron microscopy,polysaccharides,1
transmission electron microscopy,alginate,1
transmission electron microscopy,Freeze Drying,1
transmission electron microscopy,"Spectroscopy, Fourier Transform Infrared",1
transmission electron microscopy,X-Ray Diffraction,1
transmission electron microscopy,scanning electron microscopy,1
transmission electron microscopy,Biopolymers,1
transmission electron microscopy,gelatin,1
transmission electron microscopy,samples,1
transmission electron microscopy,Crystallography,1
transmission electron microscopy,TEM,1
transmission electron microscopy,titania,1
transmission electron microscopy,carboxymethylcellulose,1
transmission electron microscopy,Thermogravimetry,1
transmission electron microscopy,anatase,1
transmission electron microscopy,rutile,1
anatase,Materials,1
anatase,polysaccharides,1
anatase,alginate,1
anatase,Freeze Drying,1
anatase,"Spectroscopy, Fourier Transform Infrared",1
anatase,X-Ray Diffraction,1
anatase,scanning electron microscopy,1
anatase,Biopolymers,1
anatase,gelatin,1
anatase,samples,1
anatase,Crystallography,1
anatase,TEM,1
anatase,titania,1
anatase,carboxymethylcellulose,1
anatase,Thermogravimetry,1
anatase,transmission electron microscopy,1
anatase,rutile,1
rutile,Materials,1
rutile,polysaccharides,1
rutile,alginate,1
rutile,Freeze Drying,1
rutile,"Spectroscopy, Fourier Transform Infrared",1
rutile,X-Ray Diffraction,1
rutile,scanning electron microscopy,1
rutile,Biopolymers,1
rutile,gelatin,1
rutile,samples,1
rutile,Crystallography,1
rutile,TEM,1
rutile,titania,1
rutile,carboxymethylcellulose,1
rutile,Thermogravimetry,1
rutile,transmission electron microscopy,1
rutile,anatase,1
electrolyte,Solutions,1
LC-MS/MS,studies,1
LC-MS/MS,Phytochemicals,1
LC-MS/MS,Flavonoids,1
LC-MS/MS,assay,1
LC-MS/MS,Phlorizin,1
LC-MS/MS,phenolic,1
LC-MS/MS,phlorizin,1
LC-MS/MS,glutathione disulfide,1
LC-MS/MS,GSH,1
LC-MS/MS,MDA,1
LC-MS/MS,dexamethasone,1
LC-MS/MS,tropane alkaloid scopolamine,1
LC-MS/MS,beta-secretase,1
Phlorizin,studies,1
Phlorizin,Phytochemicals,1
Phlorizin,Flavonoids,1
Phlorizin,assay,1
Phlorizin,LC-MS/MS,1
Phlorizin,phenolic,1
Phlorizin,phlorizin,1
Phlorizin,glutathione disulfide,1
Phlorizin,GSH,1
Phlorizin,MDA,1
Phlorizin,dexamethasone,1
Phlorizin,tropane alkaloid scopolamine,1
Phlorizin,beta-secretase,1
phenolic,studies,1
phenolic,Phytochemicals,1
phenolic,Flavonoids,1
phenolic,assay,1
phenolic,LC-MS/MS,1
phenolic,Phlorizin,1
phenolic,phlorizin,1
phenolic,glutathione disulfide,1
phenolic,GSH,1
phenolic,MDA,1
phenolic,dexamethasone,1
phenolic,tropane alkaloid scopolamine,1
phenolic,beta-secretase,1
phlorizin,studies,1
phlorizin,Phytochemicals,1
phlorizin,Flavonoids,1
phlorizin,assay,1
phlorizin,LC-MS/MS,1
phlorizin,Phlorizin,1
phlorizin,phenolic,1
phlorizin,glutathione disulfide,1
phlorizin,GSH,1
phlorizin,MDA,1
phlorizin,dexamethasone,1
phlorizin,tropane alkaloid scopolamine,1
phlorizin,beta-secretase,1
glutathione disulfide,studies,1
glutathione disulfide,Phytochemicals,1
glutathione disulfide,Flavonoids,1
glutathione disulfide,assay,1
glutathione disulfide,LC-MS/MS,1
glutathione disulfide,Phlorizin,1
glutathione disulfide,phenolic,1
glutathione disulfide,phlorizin,1
glutathione disulfide,GSH,1
glutathione disulfide,MDA,1
glutathione disulfide,dexamethasone,1
glutathione disulfide,tropane alkaloid scopolamine,1
glutathione disulfide,beta-secretase,1
GSH,studies,1
GSH,Phytochemicals,1
GSH,Flavonoids,1
GSH,assay,1
GSH,LC-MS/MS,1
GSH,Phlorizin,1
GSH,phenolic,1
GSH,phlorizin,1
GSH,glutathione disulfide,1
GSH,MDA,1
GSH,dexamethasone,1
GSH,tropane alkaloid scopolamine,1
GSH,beta-secretase,1
MDA,studies,1
MDA,Phytochemicals,1
MDA,Flavonoids,1
MDA,assay,1
MDA,LC-MS/MS,1
MDA,Phlorizin,1
MDA,phenolic,1
MDA,phlorizin,1
MDA,glutathione disulfide,1
MDA,GSH,1
MDA,dexamethasone,1
MDA,tropane alkaloid scopolamine,1
MDA,beta-secretase,1
dexamethasone,studies,1
dexamethasone,Phytochemicals,1
dexamethasone,Flavonoids,1
dexamethasone,assay,1
dexamethasone,LC-MS/MS,1
dexamethasone,Phlorizin,1
dexamethasone,phenolic,1
dexamethasone,phlorizin,1
dexamethasone,glutathione disulfide,1
dexamethasone,GSH,1
dexamethasone,MDA,1
dexamethasone,tropane alkaloid scopolamine,1
dexamethasone,beta-secretase,1
tropane alkaloid scopolamine,studies,1
tropane alkaloid scopolamine,Phytochemicals,1
tropane alkaloid scopolamine,Flavonoids,1
tropane alkaloid scopolamine,assay,1
tropane alkaloid scopolamine,LC-MS/MS,1
tropane alkaloid scopolamine,Phlorizin,1
tropane alkaloid scopolamine,phenolic,1
tropane alkaloid scopolamine,phlorizin,1
tropane alkaloid scopolamine,glutathione disulfide,1
tropane alkaloid scopolamine,GSH,1
tropane alkaloid scopolamine,MDA,1
tropane alkaloid scopolamine,dexamethasone,1
tropane alkaloid scopolamine,beta-secretase,1
beta-secretase,studies,1
beta-secretase,Phytochemicals,1
beta-secretase,Flavonoids,1
beta-secretase,assay,1
beta-secretase,LC-MS/MS,1
beta-secretase,Phlorizin,1
beta-secretase,phenolic,1
beta-secretase,phlorizin,1
beta-secretase,glutathione disulfide,1
beta-secretase,GSH,1
beta-secretase,MDA,1
beta-secretase,dexamethasone,1
beta-secretase,tropane alkaloid scopolamine,1
Schiff Bases,compounds,1
Schiff Bases,Solutions,1
Schiff Bases,"Spectroscopy, Fourier Transform Infrared",2
Schiff Bases,X-Ray Diffraction,1
Schiff Bases,Mass Spectrometry,1
Schiff Bases,iron,1
Schiff Bases,Boranil dye,1
Schiff Bases,1H,1
Schiff Bases,THF,1
Schiff Bases,magnetite,1
Schiff Bases,M,1
Schiff Bases,ferric ion,1
Schiff Bases,Scanning electron microscopy,1
Schiff Bases,cells,1
Boranil dye,Solutions,1
Boranil dye,"Spectroscopy, Fourier Transform Infrared",1
Boranil dye,Schiff Bases,1
Boranil dye,1H,1
Boranil dye,THF,1
1H,Solutions,1
1H,"Spectroscopy, Fourier Transform Infrared",1
1H,Schiff Bases,1
1H,Boranil dye,1
1H,THF,1
THF,Solutions,1
THF,"Spectroscopy, Fourier Transform Infrared",1
THF,Schiff Bases,1
THF,Boranil dye,1
THF,1H,1
air,Materials,1
air,compounds,2
air,analysis,1
air,X-Ray Diffraction,1
air,"Spectrum Analysis, Raman",2
air,Analysis,1
air,calcium amount,1
air,"Spectroscopy, Mossbauer",1
air,acetone,1
air,thiosugars,1
air,base,1
air,imidazolium salts,1
Analysis,Materials,1
Analysis,compounds,1
Analysis,analysis,1
Analysis,X-Ray Diffraction,1
Analysis,"Spectrum Analysis, Raman",1
Analysis,air,1
Analysis,calcium amount,1
calcium amount,Materials,1
calcium amount,compounds,1
calcium amount,analysis,1
calcium amount,X-Ray Diffraction,1
calcium amount,"Spectrum Analysis, Raman",1
calcium amount,air,1
calcium amount,Analysis,1
"Spectroscopy, Mossbauer",compounds,1
"Spectroscopy, Mossbauer","Spectrum Analysis, Raman",1
"Spectroscopy, Mossbauer",air,1
ZnO,Materials,1
ZnO,X-Ray Diffraction,1
ZnO,MIC,1
ZnO,MBC,1
ZnO,metal oxide,1
ZnO,neodymium,1
ZnO,Oxides,1
ZnO,infrared spectroscopy,1
infrared spectroscopy,Materials,1
infrared spectroscopy,X-Ray Diffraction,1
infrared spectroscopy,MIC,1
infrared spectroscopy,MBC,1
infrared spectroscopy,metal oxide,1
infrared spectroscopy,neodymium,1
infrared spectroscopy,Oxides,1
infrared spectroscopy,ZnO,1
prowess,Materials,1
Microscopy,nitrogen,1
Microscopy,Spectrum Analysis,1
Microscopy,water,1
Microscopy,X-Ray Photoelectron Spectroscopy,1
Microscopy,copper,1
Microscopy,crystal lattice,1
Microscopy,indole,1
Microscopy,aryl bromides,1
Microscopy,cupric cation,1
Microscopy,KBr,1
Microscopy,alpha-amino acid derivative,1
Microscopy,perfluorocarbons,1
Microscopy,Singlet oxygen lifetime,1
Microscopy,perfluorodecalin,1
crystal lattice,nitrogen,1
crystal lattice,X-Ray Photoelectron Spectroscopy,1
crystal lattice,copper,1
crystal lattice,Microscopy,1
crystal lattice,indole,1
crystal lattice,aryl bromides,1
crystal lattice,cupric cation,1
crystal lattice,KBr,1
indole,nitrogen,1
indole,X-Ray Photoelectron Spectroscopy,1
indole,copper,1
indole,Microscopy,1
indole,crystal lattice,1
indole,aryl bromides,1
indole,cupric cation,1
indole,KBr,1
aryl bromides,nitrogen,1
aryl bromides,water,1
aryl bromides,Phosphates,1
aryl bromides,X-Ray Photoelectron Spectroscopy,1
aryl bromides,copper,1
aryl bromides,Microscopy,1
aryl bromides,crystal lattice,1
aryl bromides,indole,1
aryl bromides,cupric cation,1
aryl bromides,KBr,1
aryl bromides,acetone,1
aryl bromides,palladium,1
aryl bromides,chlorides,1
aryl bromides,aryl boronic acids,1
cupric cation,nitrogen,1
cupric cation,Ions,1
cupric cation,analysis,1
cupric cation,studies,1
cupric cation,Pb2+,1
cupric cation,Carbon,1
cupric cation,water,1
cupric cation,X-Ray Photoelectron Spectroscopy,2
cupric cation,copper,2
cupric cation,Microscopy,1
cupric cation,crystal lattice,1
cupric cation,indole,1
cupric cation,aryl bromides,1
cupric cation,KBr,1
cupric cation,chitosan,1
cupric cation,EPR spectroscopy,1
cupric cation,Cu(I),1
cupric cation,triazoles,1
cupric cation,ethylenediamine,1
KBr,nitrogen,1
KBr,X-Ray Photoelectron Spectroscopy,1
KBr,copper,1
KBr,Microscopy,1
KBr,crystal lattice,1
KBr,indole,1
KBr,aryl bromides,1
KBr,cupric cation,1
size exclusion chromatography,alginate,1
size exclusion chromatography,X-Ray Diffraction,1
size exclusion chromatography,water,1
size exclusion chromatography,Lignin,1
size exclusion chromatography,Oxides,1
size exclusion chromatography,aromatic compounds,1
aromatic compounds,alginate,1
aromatic compounds,X-Ray Diffraction,1
aromatic compounds,water,1
aromatic compounds,Lignin,1
aromatic compounds,Oxides,1
aromatic compounds,size exclusion chromatography,1
Methane,hydrate,1
Fe3O4,"Spectroscopy, Fourier Transform Infrared",1
Fe3O4,X-Ray Diffraction,1
Fe3O4,scanning electron microscopy,1
Fe3O4,crystallinity,1
Fe3O4,X-Ray Photoelectron Spectroscopy,1
Fe3O4,samples,1
Fe3O4,Thermogravimetry,1
Fe3O4,magnetite,1
Fe3O4,sonochemical procedure,1
Fe3O4,4-nitrophenol,1
magnetite,compounds,1
magnetite,"Spectroscopy, Fourier Transform Infrared",2
magnetite,X-Ray Diffraction,2
magnetite,Mass Spectrometry,1
magnetite,scanning electron microscopy,1
magnetite,crystallinity,1
magnetite,X-Ray Photoelectron Spectroscopy,1
magnetite,samples,1
magnetite,iron,1
magnetite,Thermogravimetry,1
magnetite,Schiff Bases,1
magnetite,Fe3O4,1
magnetite,sonochemical procedure,1
magnetite,4-nitrophenol,1
magnetite,M,1
magnetite,ferric ion,1
magnetite,Scanning electron microscopy,1
magnetite,cells,1
sonochemical procedure,"Spectroscopy, Fourier Transform Infrared",1
sonochemical procedure,X-Ray Diffraction,1
sonochemical procedure,scanning electron microscopy,1
sonochemical procedure,crystallinity,1
sonochemical procedure,X-Ray Photoelectron Spectroscopy,1
sonochemical procedure,samples,1
sonochemical procedure,Thermogravimetry,1
sonochemical procedure,Fe3O4,1
sonochemical procedure,magnetite,1
sonochemical procedure,4-nitrophenol,1
4-nitrophenol,"Spectroscopy, Fourier Transform Infrared",1
4-nitrophenol,X-Ray Diffraction,1
4-nitrophenol,scanning electron microscopy,1
4-nitrophenol,crystallinity,1
4-nitrophenol,X-Ray Photoelectron Spectroscopy,1
4-nitrophenol,samples,1
4-nitrophenol,Thermogravimetry,1
4-nitrophenol,Fe3O4,1
4-nitrophenol,magnetite,1
4-nitrophenol,sonochemical procedure,1
salicylic acid,X-Ray Diffraction,1
salicylic acid,scanning electron microscopy,1
salicylic acid,water,1
salicylic acid,"Spectrum Analysis, Raman",1
salicylic acid,naproxen,1
salicylic acid,ketoprofen,1
salicylic acid,Fourier transform infrared spectrometry,1
naproxen,X-Ray Diffraction,1
naproxen,scanning electron microscopy,1
naproxen,water,1
naproxen,"Spectrum Analysis, Raman",1
naproxen,salicylic acid,1
naproxen,ketoprofen,1
naproxen,Fourier transform infrared spectrometry,1
ketoprofen,X-Ray Diffraction,1
ketoprofen,scanning electron microscopy,1
ketoprofen,water,1
ketoprofen,"Spectrum Analysis, Raman",1
ketoprofen,salicylic acid,1
ketoprofen,naproxen,1
ketoprofen,Fourier transform infrared spectrometry,1
Fourier transform infrared spectrometry,X-Ray Diffraction,1
Fourier transform infrared spectrometry,scanning electron microscopy,1
Fourier transform infrared spectrometry,water,1
Fourier transform infrared spectrometry,"Spectrum Analysis, Raman",1
Fourier transform infrared spectrometry,salicylic acid,1
Fourier transform infrared spectrometry,naproxen,1
Fourier transform infrared spectrometry,ketoprofen,1
alpha-amino acid derivative,Spectrum Analysis,1
alpha-amino acid derivative,water,1
alpha-amino acid derivative,Microscopy,1
alpha-amino acid derivative,perfluorocarbons,1
alpha-amino acid derivative,Singlet oxygen lifetime,1
alpha-amino acid derivative,perfluorodecalin,1
perfluorocarbons,Spectrum Analysis,1
perfluorocarbons,water,1
perfluorocarbons,Microscopy,1
perfluorocarbons,alpha-amino acid derivative,1
perfluorocarbons,Singlet oxygen lifetime,1
perfluorocarbons,perfluorodecalin,1
Singlet oxygen lifetime,Spectrum Analysis,1
Singlet oxygen lifetime,water,1
Singlet oxygen lifetime,Microscopy,1
Singlet oxygen lifetime,alpha-amino acid derivative,1
Singlet oxygen lifetime,perfluorocarbons,1
Singlet oxygen lifetime,perfluorodecalin,1
perfluorodecalin,Spectrum Analysis,1
perfluorodecalin,water,1
perfluorodecalin,Microscopy,1
perfluorodecalin,alpha-amino acid derivative,1
perfluorodecalin,perfluorocarbons,1
perfluorodecalin,Singlet oxygen lifetime,1
acetone,water,2
acetone,Phosphates,2
acetone,reactions,1
acetone,aromatic,1
acetone,air,1
acetone,aryl bromides,1
acetone,nitriles,1
acetone,palladium,2
acetone,amides,1
acetone,chlorides,1
acetone,aryl boronic acids,1
acetone,thiosugars,1
acetone,base,1
acetone,imidazolium salts,1
nitriles,water,1
nitriles,Phosphates,1
nitriles,reactions,1
nitriles,aromatic,1
nitriles,acetone,1
nitriles,palladium,1
nitriles,amides,1
palladium,water,2
palladium,Phosphates,2
palladium,reactions,1
palladium,aromatic,1
palladium,aryl bromides,1
palladium,acetone,2
palladium,nitriles,1
palladium,amides,1
palladium,chlorides,1
palladium,aryl boronic acids,1
amides,water,1
amides,Phosphates,1
amides,reactions,1
amides,aromatic,1
amides,acetone,1
amides,nitriles,1
amides,palladium,1
Isoxazoles,compounds,1
Isoxazoles,"Crystallography, X-Ray",1
Isoxazoles,Alkynes,1
Isoxazoles,Alkenes,1
Isoxazoles,Oxides,1
Isoxazoles,Aldehydes,1
Isoxazoles,hydroxylamine hydrochloride,1
Isoxazoles,5b,1
Aldehydes,compounds,1
Aldehydes,"Crystallography, X-Ray",1
Aldehydes,water,2
Aldehydes,Alkynes,1
Aldehydes,Alkenes,1
Aldehydes,Molecule,1
Aldehydes,benzoic acid,1
Aldehydes,Lignin,1
Aldehydes,vanillin,1
Aldehydes,syringaldehyde,1
Aldehydes,Oxides,2
Aldehydes,Isoxazoles,1
Aldehydes,hydroxylamine hydrochloride,1
Aldehydes,5b,1
Aldehydes,nanostructured pyrophosphate,1
Aldehydes,straw,1
Aldehydes,water-soluble oligomers,1
hydroxylamine hydrochloride,compounds,1
hydroxylamine hydrochloride,"Crystallography, X-Ray",1
hydroxylamine hydrochloride,Alkynes,1
hydroxylamine hydrochloride,Alkenes,1
hydroxylamine hydrochloride,Oxides,1
hydroxylamine hydrochloride,Isoxazoles,1
hydroxylamine hydrochloride,Aldehydes,1
hydroxylamine hydrochloride,5b,1
5b,compounds,1
5b,"Crystallography, X-Ray",1
5b,Alkynes,1
5b,Alkenes,1
5b,Oxides,1
5b,Isoxazoles,1
5b,Aldehydes,1
5b,hydroxylamine hydrochloride,1
nanostructured pyrophosphate,water,1
nanostructured pyrophosphate,Aldehydes,1
sugars,pretreatment,1
sugars,naphthalene,1
sugars,anthracene,1
sugars,pyrene,1
sugars,furfural,1
sugars,hot water,1
sugars,organic acids,1
sugars,substance,1
naphthalene,sugars,1
naphthalene,anthracene,1
naphthalene,pyrene,1
anthracene,sugars,1
anthracene,naphthalene,1
anthracene,pyrene,1
pyrene,sugars,1
pyrene,naphthalene,1
pyrene,anthracene,1
chlorides,water,1
chlorides,Phosphates,1
chlorides,aryl bromides,1
chlorides,acetone,1
chlorides,palladium,1
chlorides,aryl boronic acids,1
aryl boronic acids,water,1
aryl boronic acids,Phosphates,1
aryl boronic acids,aryl bromides,1
aryl boronic acids,acetone,1
aryl boronic acids,palladium,1
aryl boronic acids,chlorides,1
chitosan,analysis,1
chitosan,studies,1
chitosan,copper,1
chitosan,cupric cation,1
chitosan,EPR spectroscopy,1
chitosan,Cu(I),1
chitosan,triazoles,1
EPR spectroscopy,analysis,1
EPR spectroscopy,studies,1
EPR spectroscopy,copper,1
EPR spectroscopy,cupric cation,1
EPR spectroscopy,chitosan,1
EPR spectroscopy,Cu(I),1
EPR spectroscopy,triazoles,1
Cu(I),analysis,1
Cu(I),studies,1
Cu(I),copper,1
Cu(I),cupric cation,1
Cu(I),chitosan,1
Cu(I),EPR spectroscopy,1
Cu(I),triazoles,1
triazoles,analysis,1
triazoles,studies,1
triazoles,copper,1
triazoles,cupric cation,1
triazoles,chitosan,1
triazoles,EPR spectroscopy,1
triazoles,Cu(I),1
straw,water,1
straw,Molecule,1
straw,benzoic acid,1
straw,Lignin,1
straw,vanillin,1
straw,syringaldehyde,1
straw,Oxides,1
straw,Aldehydes,1
straw,water-soluble oligomers,1
water-soluble oligomers,water,1
water-soluble oligomers,Molecule,1
water-soluble oligomers,benzoic acid,1
water-soluble oligomers,Lignin,1
water-soluble oligomers,vanillin,1
water-soluble oligomers,syringaldehyde,1
water-soluble oligomers,Oxides,1
water-soluble oligomers,Aldehydes,1
water-soluble oligomers,straw,1
chloroquine,compounds,1
chloroquine,Solutions,1
chloroquine,X-Ray Diffraction,1
chloroquine,DMSO,1
chloroquine,antiviral brincidofovir,1
chloroquine,imidazole ring,1
DMSO,compounds,1
DMSO,Solutions,1
DMSO,X-Ray Diffraction,1
DMSO,chloroquine,1
DMSO,antiviral brincidofovir,1
DMSO,imidazole ring,1
antiviral brincidofovir,compounds,1
antiviral brincidofovir,Solutions,1
antiviral brincidofovir,X-Ray Diffraction,1
antiviral brincidofovir,chloroquine,1
antiviral brincidofovir,DMSO,1
antiviral brincidofovir,imidazole ring,1
imidazole ring,compounds,1
imidazole ring,Solutions,1
imidazole ring,X-Ray Diffraction,1
imidazole ring,chloroquine,1
imidazole ring,DMSO,1
imidazole ring,antiviral brincidofovir,1
thiosugars,air,1
thiosugars,acetone,1
thiosugars,base,1
thiosugars,imidazolium salts,1
base,air,1
base,acetone,1
base,thiosugars,1
base,imidazolium salts,1
imidazolium salts,air,1
imidazolium salts,acetone,1
imidazolium salts,thiosugars,1
imidazolium salts,base,1
furfural,pretreatment,1
furfural,sugars,1
furfural,hot water,1
furfural,organic acids,1
furfural,substance,1
hot water,pretreatment,1
hot water,sugars,1
hot water,furfural,1
hot water,organic acids,1
hot water,substance,1
organic acids,pretreatment,1
organic acids,sugars,1
organic acids,furfural,1
organic acids,hot water,1
organic acids,substance,1
substance,pretreatment,1
substance,sugars,1
substance,furfural,1
substance,hot water,1
substance,organic acids,1
chemical elements,phosphorus,1
chemical elements,Materials,1
chemical elements,Solutions,1
chemical elements,Ions,1
chemical elements,Molecule,1
chemical elements,hydronium ion,1
chemical elements,H3O+,1
chemical elements,hydrogen atom and ion,1
chemical elements,hydroxide ion,1
hydronium ion,phosphorus,1
hydronium ion,Materials,1
hydronium ion,Solutions,1
hydronium ion,Ions,1
hydronium ion,Molecule,1
hydronium ion,chemical elements,1
hydronium ion,H3O+,1
hydronium ion,hydrogen atom and ion,1
hydronium ion,hydroxide ion,1
H3O+,phosphorus,1
H3O+,Materials,1
H3O+,Solutions,1
H3O+,Ions,1
H3O+,Molecule,1
H3O+,chemical elements,1
H3O+,hydronium ion,1
H3O+,hydrogen atom and ion,1
H3O+,hydroxide ion,1
hydrogen atom and ion,phosphorus,1
